#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2018 01 20 12 00 260  7.0 10.0   4.9    14    MM  MM 1011.8   8.4   9.5    MM   MM +1.7    MM
2018 01 20 11 00 250  8.0 11.0   5.0    14    MM  MM 1011.4   8.4   9.5    MM   MM +1.6    MM
2018 01 20 10 00 260 10.0 13.0   5.6    15    MM  MM 1010.7   7.9   9.4    MM   MM +1.1    MM
2018 01 20 09 00 270  8.0 11.0   5.2    14    MM  MM 1010.1   7.6   9.4    MM   MM +0.8    MM
2018 01 20 08 00 270  7.0 10.0   5.3    15    MM  MM 1009.8   7.8   9.4    MM   MM +0.8    MM
2018 01 20 07 00 200  6.0  9.0   4.7    14    MM  MM 1009.6   7.4   9.4    MM   MM +1.0    MM
2018 01 20 06 00 220  8.0 12.0   5.3    14    MM  MM 1009.3   7.9   9.2    MM   MM +1.6    MM
2018 01 20 05 00 230  9.0 12.0   5.2    14    MM  MM 1009.0   7.8   9.1    MM   MM +2.0    MM
2018 01 20 04 00 230  9.0 13.0   5.3    13    MM  MM 1008.6   7.8   9.1    MM   MM +2.1    MM
2018 01 20 03 00 230 10.0 13.0   5.0    13    MM  MM 1007.7   8.2   9.0    MM   MM +1.8    MM
2018 01 20 02 00 240 10.0 12.0   5.4    14    MM  MM 1007.0   8.3   9.0    MM   MM +1.9    MM
2018 01 20 01 00 240 10.0 12.0   4.9    14    MM  MM 1006.5   8.5   9.0    MM   MM +2.1    MM
2018 01 20 00 00 240 10.0 13.0   5.0    13    MM  MM 1005.9   8.3   9.0    MM   MM +1.8    MM
2018 01 19 23 00 240 10.0 13.0   5.0    14    MM  MM 1005.1   8.2   9.1    MM   MM +1.3    MM
2018 01 19 22 00 230 10.0 12.0   4.6    14    MM  MM 1004.4   8.8   9.2    MM   MM +0.5    MM
2018 01 19 21 00 230 10.0 13.0   4.8    12    MM  MM 1004.1   8.7   9.2    MM   MM +0.7    MM
2018 01 19 20 00 220 10.0 12.0   5.2    14    MM  MM 1003.8   8.9   9.4    MM   MM +1.0    MM
2018 01 19 19 00 210  9.0 11.0   5.1    13    MM  MM 1003.9   9.0   9.4    MM   MM +2.0    MM
2018 01 19 18 00 200  9.0 11.0   5.0    14    MM  MM 1003.4   8.8   9.3    MM   MM +1.3    MM
2018 01 19 17 00 200  9.0 11.0   5.4    14    MM  MM 1002.8   8.3   9.3    MM   MM +0.7    MM
2018 01 19 16 00 160 13.0 16.0   5.7    14    MM  MM 1001.9   8.5   9.3    MM   MM -0.1    MM
2018 01 19 15 00 160 12.0 14.0   5.6    14    MM  MM 1002.1   8.3   9.3    MM   MM +0.0    MM
2018 01 19 14 00 160 12.0 15.0   5.5    14    MM  MM 1002.1   8.5   9.3    MM   MM +0.0    MM
2018 01 19 13 00 160 12.0 15.0   5.9    14    MM  MM 1002.0   8.6   9.3    MM   MM +0.0    MM
2018 01 19 12 00 160 10.0 13.0   5.7    14    MM  MM 1002.1   8.4   9.4    MM   MM +0.4    MM
2018 01 19 11 00 170 11.0 14.0   6.1    15    MM  MM 1002.1   8.8   9.3    MM   MM +0.1    MM
2018 01 19 10 00 170 12.0 14.0   5.8    14    MM  MM 1002.0   9.2   9.3    MM   MM +0.1    MM
2018 01 19 09 00 170 11.0 14.0   6.5    14    MM  MM 1001.7   9.1   9.3    MM   MM +0.0    MM
2018 01 19 08 00 170 12.0 14.0   5.8    15    MM  MM 1002.0   9.1   9.1    MM   MM +0.8    MM
2018 01 19 07 00 170 11.0 14.0   6.1    16    MM  MM 1001.9   9.1   9.0    MM   MM +1.2    MM
2018 01 19 06 00 170 12.0 14.0   6.4    14    MM  MM 1001.7   8.0   9.0    MM   MM +0.7    MM
2018 01 19 05 00 170 11.0 14.0   6.3    15    MM  MM 1001.2   9.2   9.0    MM   MM +0.7    MM
2018 01 19 04 00 170 12.0 14.0   6.5    14    MM  MM 1000.7   9.3   9.0    MM   MM -0.4    MM
2018 01 19 03 00 170 11.0 14.0   6.8    17    MM  MM 1001.0   9.3   9.1    MM   MM +0.4    MM
2018 01 19 02 00 170 11.0 15.0   6.8    16    MM  MM 1000.5   9.3   9.1    MM   MM +0.4    MM
2018 01 19 01 00 200 11.0 18.0   7.5    15    MM  MM 1001.1   7.3   9.2    MM   MM   MM    MM
2018 01 19 00 00 180 11.0 14.0   8.3    16    MM  MM 1000.6   9.5   9.5    MM   MM +0.6    MM
2018 01 18 23 00 180 12.0 16.0   8.2    17    MM  MM 1000.1   9.6   9.5    MM   MM +0.3    MM
2018 01 18 21 00 180 11.0 14.0   9.5    17    MM  MM 1000.0   9.0   9.5    MM   MM +0.3    MM
2018 01 18 20 00 180 14.0 18.0   8.4    18    MM  MM  999.8   9.5   9.5    MM   MM +0.4    MM
2018 01 18 19 00 170 14.0 19.0   8.8    18    MM  MM 1000.1   9.8   9.5    MM   MM +0.8    MM
2018 01 18 18 00 180 15.0 20.0   8.5    18    MM  MM  999.7  10.0   9.5    MM   MM +0.5    MM
2018 01 18 17 00 170 15.0 19.0   8.9    18    MM  MM  999.4  10.1   9.5    MM   MM +0.7    MM
2018 01 18 16 00 190 13.0 19.0   9.1    18    MM  MM  999.3   9.1   9.5    MM   MM +1.1    MM
2018 01 18 15 00 190 14.0 20.0   8.4    17    MM  MM  999.2   9.0   9.5    MM   MM +0.7    MM
2018 01 18 14 00 180 13.0 18.0   9.3    15    MM  MM  998.7   9.7   9.6    MM   MM +0.6    MM
2018 01 18 13 00 170 14.0 18.0   8.7    18    MM  MM  998.2   9.8   9.5    MM   MM +0.2    MM
2018 01 18 12 00 190 12.0 16.0   9.3    17    MM  MM  998.5   8.7   9.5    MM   MM +0.4    MM
2018 01 18 11 00 180 14.0 19.0   8.9    17    MM  MM  998.1  10.5   9.5    MM   MM -0.2    MM
2018 01 18 10 00 170 14.0 18.0   9.4    16    MM  MM  998.0  10.4   9.4    MM   MM +0.1    MM
2018 01 18 09 00 180 14.0 17.0   9.3    17    MM  MM  998.1  10.5   9.3    MM   MM +0.5    MM
2018 01 18 08 00 170 14.0 17.0   8.6    15    MM  MM  998.3  10.4   9.3    MM   MM +1.0    MM
2018 01 18 07 00 170 16.0 20.0   8.3    14    MM  MM  997.9  10.5   9.4    MM   MM +0.8    MM
2018 01 18 06 00 170 14.0 19.0   6.9    14    MM  MM  997.6   9.8   9.3    MM   MM +0.7    MM
2018 01 18 05 00 160 14.0 17.0   6.1    12    MM  MM  997.3  10.9   9.2    MM   MM +0.1    MM
2018 01 18 04 00 160 14.0 18.0   6.0    12    MM  MM  997.1  11.0   9.2    MM   MM +0.1    MM
2018 01 18 03 00 160 14.0 18.0   5.9    12    MM  MM  996.9  11.1   9.2    MM   MM -0.5    MM
2018 01 18 02 00 150 13.0 17.0   5.6    10    MM  MM  997.2  11.0   9.2    MM   MM -0.2    MM
2018 01 18 01 00 150 14.0 18.0   5.1    12    MM  MM  997.0  11.0   9.2    MM   MM -0.9    MM
2018 01 18 00 00 150 13.0 18.0   5.3    12    MM  MM  997.4  10.8   9.3    MM   MM -0.9    MM
2018 01 17 23 00 140 13.0 16.0   5.4    12    MM  MM  997.4  10.9   9.3    MM   MM -0.6    MM
2018 01 17 22 00 140 13.0 16.0   6.2    12    MM  MM  997.9  10.9   9.3    MM   MM -1.8    MM
2018 01 17 21 00 140 15.0 19.0   6.8    12    MM  MM  998.3  10.8   9.2    MM   MM -2.1    MM
2018 01 17 20 00 140 18.0 23.0   6.8    10    MM  MM  998.0  10.1   9.2    MM   MM -3.5    MM
2018 01 17 19 00 140 18.0 22.0   6.1    10    MM  MM  999.7   9.9   9.2    MM   MM -2.6    MM
2018 01 17 18 00 130 18.0 22.0   5.9    10    MM  MM 1000.4   9.8   9.1    MM   MM -3.6    MM
2018 01 17 17 00 130 18.0 23.0   5.2     9    MM  MM 1001.5   9.9   9.1    MM   MM -3.6    MM
2018 01 17 16 00 130 18.0 21.0   5.2     8    MM  MM 1002.3   9.4   9.1    MM   MM -4.4    MM
2018 01 17 15 00 120 17.0 21.0   4.0     8    MM  MM 1004.0   9.2   9.1    MM   MM -3.9    MM
2018 01 17 14 00 100 16.0 20.0   3.8     7    MM  MM 1005.1   7.8   9.0    MM   MM -5.4    MM
2018 01 17 13 00 100 16.0 21.0   3.6    11    MM  MM 1006.7   8.0   9.0    MM   MM -5.3    MM
2018 01 17 12 00  90 16.0 20.0   3.5    12    MM  MM 1007.9   8.2   9.0    MM   MM -5.0    MM
2018 01 17 11 00 110 15.0 18.0   3.4    12    MM  MM 1010.5   8.8   9.0    MM   MM -3.4    MM
2018 01 17 10 00 110 14.0 16.0   3.5    12    MM  MM 1012.0   9.0   9.1    MM   MM -3.3    MM
2018 01 17 09 00 100 14.0 17.0   3.5    11    MM  MM 1012.9   8.9   9.1    MM   MM -3.8    MM
2018 01 17 08 00 100 14.0 16.0   3.2    10    MM  MM 1013.9   9.4   9.1    MM   MM -3.6    MM
2018 01 17 07 00 100 12.0 15.0   3.3    12    MM  MM 1015.3   9.7   9.2    MM   MM -3.0    MM
2018 01 17 06 00 110 11.0 13.0   3.3    12    MM  MM 1016.7   9.5   9.3    MM   MM -2.4    MM
2018 01 17 05 00 120  9.0 11.0   3.3    12    MM  MM 1017.5   9.9   9.3    MM   MM -2.2    MM
2018 01 17 04 00 130  9.0 11.0   3.1    11    MM  MM 1018.3   9.9   9.4    MM   MM -1.9    MM
2018 01 17 03 00 120  7.0  9.0   3.4    10    MM  MM 1019.1   9.7   9.4    MM   MM -0.3    MM
2018 01 17 02 00 130  8.0 10.0   3.3    12    MM  MM 1019.7   9.8   9.4    MM   MM +0.7    MM
2018 01 17 01 00 140  7.0  9.0   3.3    12    MM  MM 1020.2   9.6   9.4    MM   MM +1.7    MM
2018 01 17 00 00 150  8.0 10.0   3.3    12    MM  MM 1019.4   9.8   9.4    MM   MM +1.2    MM
2018 01 16 23 00 150  7.0  8.0   3.3    12    MM  MM 1019.0  10.0   9.3    MM   MM +1.0    MM
2018 01 16 22 00 160  6.0  8.0   3.5    11    MM  MM 1018.5   9.9   9.3    MM   MM +1.0    MM
2018 01 16 21 00 170  8.0 13.0   3.6    12    MM  MM 1018.2   9.7   9.3    MM   MM +1.7    MM
2018 01 16 20 00 190  8.0 10.0   3.6    12    MM  MM 1018.0   9.2   9.4    MM   MM +2.9    MM
2018 01 16 19 00 180  7.0  9.0   3.9    11    MM  MM 1017.5   9.1   9.4    MM   MM +3.0    MM
2018 01 16 18 00 170  6.0  8.0   3.6    12    MM  MM 1016.5   8.3   9.5    MM   MM +2.6    MM
2018 01 16 17 00 200 11.0 13.0   3.7    12    MM  MM 1015.1   8.5   9.6    MM   MM +0.9    MM
2018 01 16 16 00 180  8.0 10.0   3.7    11    MM  MM 1014.5   8.5   9.6    MM   MM +0.2    MM
2018 01 16 15 00 130  7.0  8.0   3.6    11    MM  MM 1013.9   9.4   9.6    MM   MM -0.1    MM
2018 01 16 14 00 140  7.0  9.0   3.3    12    MM  MM 1014.2   9.6   9.5    MM   MM +1.1    MM
2018 01 16 13 00 150  6.0  8.0   3.7    12    MM  MM 1014.3   9.9   9.6    MM   MM +2.8    MM
2018 01 16 12 00 170  8.0  9.0   3.5    12    MM  MM 1014.0   9.9   9.6    MM   MM +3.4    MM
2018 01 16 11 00 170  6.0  7.0   3.3    13    MM  MM 1013.1   9.7   9.6    MM   MM +2.9    MM
2018 01 16 10 00 190  5.0  7.0   3.8    12    MM  MM 1011.5   9.8   9.6    MM   MM +1.7    MM
2018 01 16 09 00 140 10.0 12.0   4.2    11    MM  MM 1010.6  10.2   9.6    MM   MM +2.0    MM
2018 01 16 08 00 140 12.0 15.0   3.8    11    MM  MM 1010.2  10.3   9.6    MM   MM +2.4    MM
2018 01 16 07 00 140 11.0 14.0   3.6    12    MM  MM 1009.8  10.4   9.7    MM   MM +3.8    MM
2018 01 16 06 00 130 12.0 16.0   3.9    10    MM  MM 1008.6  10.4   9.7    MM   MM +1.7    MM
2018 01 16 05 00 140 14.0 17.0   3.8    10    MM  MM 1007.8  10.3   9.6    MM   MM +0.6    MM
2018 01 16 04 00 120 14.0 17.0   3.3    13    MM  MM 1006.0  11.1   9.6    MM   MM -0.4    MM
2018 01 16 03 00 130 12.0 14.0   3.3    11    MM  MM 1006.9  10.6   9.6    MM   MM -0.3    MM
2018 01 16 02 00 120 11.0 15.0   3.0    12    MM  MM 1007.2  11.0   9.5    MM   MM -0.1    MM
2018 01 16 01 00 100 12.0 15.0   3.1    12    MM  MM 1006.4  11.3   9.5    MM   MM -0.7    MM
2018 01 16 00 00 110 11.0 13.0   3.1    12    MM  MM 1007.2  11.6   9.5    MM   MM -0.7    MM
2018 01 15 23 00 110 12.0 15.0   3.2    12    MM  MM 1007.3  10.5   9.5    MM   MM -2.0    MM
2018 01 15 22 00 100 13.0 15.0   3.2    12    MM  MM 1007.1  10.5   9.5    MM   MM -2.3    MM
2018 01 15 21 00 100 12.0 15.0   3.2    12    MM  MM 1007.9  10.2   9.5    MM   MM -2.8    MM
2018 01 15 20 00 110 12.0 15.0   3.2    12    MM  MM 1009.3  10.1   9.5    MM   MM -1.8    MM
2018 01 15 19 00 100 12.0 16.0   3.3    13    MM  MM 1009.4  10.0   9.2    MM   MM -2.7    MM
2018 01 15 18 00 100 12.0 15.0   3.2    12    MM  MM 1010.7  10.1   9.2    MM   MM -2.3    MM
2018 01 15 17 00 110 11.0 13.0   3.2    13    MM  MM 1011.1   9.9   9.2    MM   MM -2.4    MM
2018 01 15 16 00 120 10.0 13.0   3.4    14    MM  MM 1012.1   9.7   9.2    MM   MM -1.9    MM
2018 01 15 15 00 120 10.0 12.0   3.1    13    MM  MM 1013.0   9.7   9.2    MM   MM -1.2    MM
2018 01 15 14 00 110 10.0 12.0   3.3    14    MM  MM 1013.5  10.1   9.2    MM   MM -0.9    MM
2018 01 15 13 00 110 10.0 12.0   3.4    15    MM  MM 1014.0  10.0   9.1    MM   MM -1.1    MM
2018 01 15 12 00 100 11.0 14.0   3.9    14    MM  MM 1014.2  10.1   9.1    MM   MM -1.2    MM
2018 01 15 11 00 100 12.0 14.0   3.8    13    MM  MM 1014.4  10.1   9.1    MM   MM -1.0    MM
2018 01 15 10 00 100 11.0 13.0   4.3    13    MM  MM 1015.1  10.3   9.1    MM   MM -0.5    MM
2018 01 15 09 00 110 11.0 13.0   3.9    13    MM  MM 1015.4  10.3   9.1    MM   MM +0.3    MM
2018 01 15 08 00 110 10.0 13.0   4.0    14    MM  MM 1015.4  10.4   9.1    MM   MM -0.2    MM
2018 01 15 07 00 110 10.0 13.0   3.8    17    MM  MM 1015.6  10.4   9.2    MM   MM +0.0    MM
2018 01 15 06 00 100 11.0 14.0   3.6    12    MM  MM 1015.1  10.3   9.2    MM   MM -0.5    MM
2018 01 15 05 00 100 11.0 14.0   3.6    13    MM  MM 1015.6  10.1   9.3    MM   MM +0.1    MM
2018 01 15 04 00 100 11.0 13.0   3.4    18    MM  MM 1015.6  10.1   9.3    MM   MM -0.5    MM
2018 01 15 03 00 100 11.0 13.0   3.1    14    MM  MM 1015.6  10.2   9.6    MM   MM -0.2    MM
2018 01 15 02 00 100 11.0 14.0   2.8    14    MM  MM 1015.5  10.1   9.6    MM   MM -0.8    MM
2018 01 15 01 00 100 11.0 14.0   2.8    14    MM  MM 1016.1  10.1   9.6    MM   MM -0.2    MM
2018 01 15 00 00 100 11.0 14.0   2.8    14    MM  MM 1015.8  10.2   9.6    MM   MM -0.5    MM
2018 01 14 23 00 110 11.0 14.0   3.2    14    MM  MM 1016.3  10.0   9.6    MM   MM +0.0    MM
2018 01 14 22 00 110 11.0 13.0   3.1    14    MM  MM 1016.3  10.0   9.7    MM   MM -0.6    MM
2018 01 14 21 00 110 11.0 14.0   3.1    14    MM  MM 1016.3   9.9   9.7    MM   MM -0.3    MM
2018 01 14 20 00 120 12.0 15.0   3.1     6    MM  MM 1016.3   9.9   9.7    MM   MM -0.3    MM
2018 01 14 19 00 110 13.0 16.0   3.0    13    MM  MM 1016.9   9.9   9.7    MM   MM +0.4    MM
2018 01 14 18 00 110 13.0 15.0   2.9     6    MM  MM 1016.6   9.8   9.7    MM   MM -0.4    MM
2018 01 14 17 00 110 12.0 15.0   2.7    12    MM  MM 1016.6   9.7   9.6    MM   MM -1.0    MM
2018 01 14 16 00 110 12.0 14.0   2.7    14    MM  MM 1016.5   9.6   9.7    MM   MM -1.7    MM
2018 01 14 15 00 100 11.0 13.0   2.7    13    MM  MM 1017.0   9.8   9.6    MM   MM -1.9    MM
2018 01 14 14 00 100 11.0 14.0   2.8    13    MM  MM 1017.6   9.8   9.6    MM   MM -2.3    MM
2018 01 14 13 00 100 11.0 13.0   2.6    12    MM  MM 1018.2   9.8   9.6    MM   MM -2.4    MM
2018 01 14 12 00 100 11.0 13.0   2.6    12    MM  MM 1018.9   9.8   9.6    MM   MM -2.0    MM
2018 01 14 11 00  90 10.0 12.0   2.5    14    MM  MM 1019.9   9.9   9.6    MM   MM -1.5    MM
2018 01 14 10 00 100 10.0 13.0   2.4     6    MM  MM 1020.6   9.9   9.6    MM   MM -1.6    MM
2018 01 14 09 00 100 11.0 13.0   2.4     6    MM  MM 1020.9   9.7   9.6    MM   MM -1.9    MM
2018 01 14 08 00 100 11.0 13.0   2.4    11    MM  MM 1021.4   9.6   9.6    MM   MM -1.9    MM
2018 01 14 07 00 100 10.0 13.0   2.3    12    MM  MM 1022.2   9.5   9.6    MM   MM -1.6    MM
2018 01 14 06 00 100 10.0 13.0   2.4    14    MM  MM 1022.8   9.9   9.5    MM   MM -1.4    MM
2018 01 14 05 00 100 10.0 12.0   2.6    12    MM  MM 1023.3   9.6   9.5    MM   MM -1.1    MM
2018 01 14 04 00 100 10.0 13.0   2.7    12    MM  MM 1023.8   9.8   9.5    MM   MM -1.4    MM
2018 01 14 03 00 100 11.0 14.0   2.8    13    MM  MM 1024.2   9.6   9.6    MM   MM -1.8    MM
2018 01 14 02 00 100 11.0 13.0   3.0    12    MM  MM 1024.4   9.5   9.6    MM   MM -1.7    MM
2018 01 14 01 00 110 10.0 13.0   3.1    12    MM  MM 1025.2   9.1   9.6    MM   MM -1.4    MM
2018 01 14 00 00 110 10.0 12.0   2.7    13    MM  MM 1026.0   9.3   9.6    MM   MM -1.1    MM
